name,timeout,real,cpu,ram,process,status,memout
scythe/top_rated_posts/033,True,600.27,9578.88,6516444,,1,False
scythe/top_rated_posts/046,False,564.599,8719.35,58729200,,,True
scythe/top_rated_posts/051,False,8.51975,96.091,5310448,,0,False
scythe/top_rated_posts/050,False,167.974,2501.41,9423816,,0,False
scythe/top_rated_posts/012,False,47.0081,707.004,5000440,,0,False
scythe/top_rated_posts/039,False,3.15273,31.8181,3656360,,0,False
scythe/top_rated_posts/052,True,604.303,9606.09,6455848,,1,False
scythe/top_rated_posts/056,True,600.3,9571.83,5506916,,1,False
scythe/top_rated_posts/040,False,4.1789,22.3042,2904580,,0,False
scythe/top_rated_posts/057,False,8.73378,121.424,3789080,,0,False
scythe/top_rated_posts/020,False,2.67587,24.057,3920904,,2,False
scythe/top_rated_posts/003,False,2.8454,26.6075,4390436,,0,False
scythe/top_rated_posts/002,False,2.87627,27.4484,3750544,,0,False
scythe/top_rated_posts/016,False,3.17934,32.7018,3611068,,0,False
scythe/top_rated_posts/045,False,7.09951,97.6064,4030520,,0,False
scythe/top_rated_posts/005,True,620.144,9558.88,28445160,,,False
scythe/top_rated_posts/055,False,4.5829,31.674,3776532,,0,False
scythe/top_rated_posts/028,False,3.13567,30.8916,3530368,,0,False
scythe/top_rated_posts/024,False,37.8594,50.337,3975304,,5,False
scythe/top_rated_posts/004,False,8.37059,96.8278,4495724,,0,False
scythe/top_rated_posts/032,False,44.7422,699.335,4297496,,0,False
scythe/top_rated_posts/027,False,8.68464,100.882,4598336,,0,False
scythe/top_rated_posts/037,False,7.72623,106.521,5365104,,0,False
scythe/top_rated_posts/017,False,11.5308,167.415,4833096,,2,False
scythe/top_rated_posts/014,False,2.73298,26.3604,3875420,,0,False
scythe/top_rated_posts/035,True,600.281,9598.84,6030116,,1,False
scythe/top_rated_posts/019,False,4.70997,31.1357,3111776,,0,False
scythe/top_rated_posts/043,False,3.66469,40.5795,3035540,,0,False
scythe/top_rated_posts/013,False,3.20105,33.3202,3371692,,0,False
scythe/top_rated_posts/015,True,600.235,9590.6,5101444,,1,False
scythe/top_rated_posts/049,False,4.44648,29.7581,3417680,,0,False
scythe/top_rated_posts/021,False,4.8461,59.3657,3848812,,0,False
scythe/top_rated_posts/023,False,2.62599,22.1568,4045752,,0,False
scythe/top_rated_posts/006,False,8.3597,114.617,4214808,,0,False
scythe/top_rated_posts/031,False,3.06156,32.0586,4267212,,2,False
scythe/top_rated_posts/030,True,600.285,9590.21,5936672,,1,False
scythe/top_rated_posts/047,False,11.9356,142.164,5046932,,0,False
scythe/top_rated_posts/010,False,2.61476,23.1519,3529968,,0,False
scythe/top_rated_posts/025,False,3.00576,30.483,3821292,,2,False
scythe/top_rated_posts/007,False,384.272,6133.3,5186372,,0,False
scythe/top_rated_posts/001,False,4.26183,26.7946,3860792,,0,False
scythe/top_rated_posts/008,False,3.72084,39.7841,3272984,,2,False
scythe/top_rated_posts/048,False,6.97748,94.1269,4798692,,0,False
scythe/top_rated_posts/029,False,2.69011,25.8443,3382324,,0,False
scythe/top_rated_posts/034,False,10.9266,158.029,4647580,,0,False
scythe/top_rated_posts/053,True,600.249,9641.06,5963888,,1,False
scythe/top_rated_posts/044,False,6.98024,68.0302,3782124,,0,False
scythe/top_rated_posts/041,True,600.237,9595.05,4040464,,1,False
scythe/top_rated_posts/009,False,8.19235,89.4509,4618724,,0,False
scythe/top_rated_posts/042,True,600.298,9606.63,6002496,,1,False
scythe/top_rated_posts/036,False,20.0186,276.587,5165164,,0,False
scythe/top_rated_posts/054,False,4.93901,62.3581,3402888,,0,False
scythe/top_rated_posts/038,False,3.8107,44.5262,3962132,,0,False
scythe/top_rated_posts/018,True,600.282,9596.61,6421884,,1,False
leetcode/180,False,47.424,701.521,10910892,,0,False
leetcode/182,False,3.69245,27.187,3394068,,0,False
leetcode/596,False,2.62676,24.2105,3230608,,0,False
leetcode/262,True,600.292,9598.34,7618520,,1,False
leetcode/181,True,600.311,9576.53,5198828,,1,False
leetcode/183,False,5.28673,40.644,3535096,,0,False
leetcode/176,False,6.71834,90.6416,3539400,,0,False
leetcode/595,False,9.48012,133.07,4596312,,0,False
leetcode/184,False,441.964,7062.74,6058500,,0,False
leetcode/185,True,600.272,9566.61,6592264,,1,False
leetcode/197,True,600.27,9576.03,5931668,,1,False
leetcode/178,False,7.65682,76.2934,3890060,,0,False
55-tests/46,True,600.248,9584.79,8200692,,1,False
55-tests/1,False,6.14567,58.7229,3822752,,0,False
55-tests/12,False,3.33069,34.9859,3843108,,0,False
55-tests/24,False,2.87334,27.6237,2942620,,0,False
55-tests/43,False,273.101,4293.97,14081900,,0,False
55-tests/27,True,605.877,9574.57,6631080,,1,False
55-tests/14,False,5.35346,38.7197,3088344,,0,False
55-tests/23,False,3.40626,35.6853,3924688,,0,False
55-tests/40,False,6.71417,92.0331,3549056,,0,False
55-tests/4,False,3.86295,42.0405,4520228,,0,False
55-tests/20,False,2.68302,23.1669,3205440,,0,False
55-tests/8,False,3.33648,35.3452,3889260,,0,False
55-tests/44,False,3.33486,33.3541,4289952,,0,False
55-tests/35,False,3.55923,38.4894,3471872,,0,False
55-tests/16,False,464.778,7428.85,5954344,,0,False
55-tests/10,False,4.64251,28.7259,4154884,,0,False
55-tests/21,False,3.18663,31.9843,3240568,,0,False
55-tests/18,False,8.53365,115.045,3987376,,0,False
55-tests/52,False,3.76967,42.024,4228572,,0,False
55-tests/3,False,3.59079,38.7791,3924912,,0,False
55-tests/29,False,6.63477,84.615,3873944,,0,False
55-tests/36,False,3.32604,32.6309,3729380,,0,False
55-tests/37,False,2.82752,26.041,3174308,,0,False
55-tests/6,False,3.73308,41.8023,4341340,,0,False
55-tests/55,False,18.2002,191.142,5697688,,0,False
55-tests/30,False,5.09907,60.9744,4386108,,0,False
55-tests/39,False,3.50671,31.9402,3390224,,0,False
55-tests/38,False,568.043,9061.83,15644224,,0,False
55-tests/53,False,10.3265,113.502,4750972,,0,False
55-tests/54,False,4.77258,58.6774,4027348,,0,False
55-tests/25,True,601.149,9583.47,21283220,,1,False
55-tests/11,False,4.07761,23.1549,264372,,0,False
55-tests/7,False,2.6756,25.5222,3638728,,0,False
55-tests/5,False,3.13037,31.9284,3755528,,0,False
55-tests/51,False,4.56992,55.3537,4268512,,0,False
55-tests/32,False,4.86144,56.4052,4586520,,0,False
55-tests/48,False,3.08024,31.3037,4072108,,0,False
55-tests/28,False,3.19294,32.5995,4058396,,0,False
55-tests/47,True,600.409,9583.14,14326124,,1,False
55-tests/13,False,4.08194,21.1985,282124,,0,False
55-tests/33,False,7.21962,98.7088,3655272,,0,False
55-tests/34,False,18.618,281.745,4650120,,0,False
55-tests/26,False,18.1717,195.342,4581880,,0,False
55-tests/45,False,3.22343,31.9523,3956740,,0,False
55-tests/42,False,16.5816,241.143,5911388,,0,False
55-tests/2,False,18.3145,265.426,5551980,,0,False
55-tests/41,False,18.3412,219.186,5190832,,0,False
55-tests/17,False,14.0575,207.394,3474484,,0,False
55-tests/49,False,267.506,4267.47,5533968,,2,False
55-tests/22,False,292.771,4649.42,5965428,,0,False
55-tests/19,False,4.45048,30.9423,4331528,,0,False
55-tests/15,False,5.92095,77.9691,3869688,,0,False
55-tests/31,False,3.87576,43.437,4105440,,0,False
55-tests/9,False,19.6724,297.98,3616984,,0,False
55-tests/50,False,3.37722,34.9025,3682936,,0,False
textbook/1,False,4.77511,59.6469,3128780,,0,False
textbook/12,True,600.284,9596.5,5447908,,1,False
textbook/24,False,4.31943,25.7085,3412144,,0,False
textbook/27,True,604.251,9585.53,18134612,,1,False
textbook/14,False,4.70702,32.0819,3860820,,0,False
textbook/23,True,600.312,9595.63,8272480,,1,False
textbook/4,False,6.67343,62.1458,3257204,,0,False
textbook/20,False,138.309,2201.56,5247936,,0,False
textbook/8,False,4.90578,34.8796,4422176,,0,False
textbook/35,False,11.4357,166.121,4665364,,0,False
textbook/16,False,266.809,4257.33,5891416,,0,False
textbook/10,False,4.83668,35.5885,3143320,,0,False
textbook/21,False,3.02438,27.5839,3516480,,0,False
textbook/18,False,9.40762,131.346,5443252,,0,False
textbook/3,False,3.9192,44.1817,3621316,,0,False
textbook/29,True,620.144,9875.69,19911412,,,False
textbook/36,True,600.249,9568.39,7491956,,1,False
textbook/37,True,600.29,9572.46,7206848,,1,False
textbook/6,False,5.04607,37.6391,4617844,,0,False
textbook/30,True,600.317,9585.82,8908644,,1,False
textbook/25,True,602.492,9561.73,21364312,,1,False
textbook/11,False,4.36224,23.2882,3794456,,0,False
textbook/7,False,2.70085,24.9216,3753544,,0,False
textbook/5,False,3.20111,31.9748,4321556,,0,False
textbook/32,False,1.74991,13.6571,247956,,1,False
textbook/28,False,2.9188,27.3923,4592760,,2,False
textbook/13,False,2.63295,20.3648,3775800,,0,False
textbook/33,True,602.499,9589.34,14539296,,1,False
textbook/34,False,109.638,1711.51,4709312,,0,False
textbook/26,True,620.073,9576.68,14188496,,,False
textbook/2,False,19.6338,261.636,6551728,,0,False
textbook/17,False,14.4314,214.7,3751956,,0,False
textbook/22,True,600.291,9605.46,6180120,,1,False
textbook/19,False,5.49004,49.291,3141988,,0,False
textbook/15,False,4.40351,54.6823,3837120,,0,False
textbook/31,False,5.94929,78.5584,3505724,,2,False
textbook/9,False,24.3248,374.356,4252288,,0,False
